!------------------------------------------------------------------------------
! HMS-100 sectioned forward coefficients 			   15-OCT-1998
! QUADS to 7th order
! DIPOLE: Part 0 to 7th order, Parts 1 and 2 to 6th order (COSY LIMITIATION)
! FRMODE=3
!------------------------------------------------------------------------------
NAME: Q1
PART: 0
OFFSET:        2.1607500000000002 (in meters)
LENGTH:        0.0000000000000000 (canonical length in meters)
  0.0000000E+00-0.5507297E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 0102022
  0.0000000E+00 0.0000000E+00-0.1652189E-10 0.0000000E+00 0.0000000E+00 0012022
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1652189E-10 0.0000000E+00 0003022
  0.0000000E+00-0.1603565E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 3000013
 -0.4852850E-08 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 2100013
  0.0000000E+00-0.1941140E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 1200013
 -0.5507297E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0300013
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1603565E-06 0.0000000E+00 2010013
  0.0000000E+00 0.0000000E+00 0.3235234E-08 0.0000000E+00 0.0000000E+00 1110013
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.3235234E-08 0.0000000E+00 0210013
  0.0000000E+00-0.1603565E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 1020013
 -0.1617617E-08 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0120013
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1603565E-06 0.0000000E+00 0030013
  0.0000000E+00 0.0000000E+00-0.1617617E-08 0.0000000E+00 0.0000000E+00 2001013
  0.0000000E+00 0.0000000E+00-0.1835766E-10 0.0000000E+00 0.0000000E+00 0201013
  0.3235234E-08 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 1011013
  0.0000000E+00 0.0000000E+00-0.4852850E-08 0.0000000E+00 0.0000000E+00 0021013
  0.0000000E+00 0.3235234E-08 0.0000000E+00 0.0000000E+00 0.0000000E+00 1002013
  0.1835766E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0102013
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1941140E-07 0.0000000E+00 0012013
  0.0000000E+00 0.0000000E+00 0.5507297E-10 0.0000000E+00 0.0000000E+00 0003013
  0.1336304E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 3000004
  0.0000000E+00 0.1469935E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00 2100004
  0.2426425E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 1200004
  0.0000000E+00 0.2426425E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 0300004
  0.0000000E+00 0.0000000E+00-0.1336304E-06 0.0000000E+00 0.0000000E+00 2010004
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.4454348E-06 0.0000000E+00 1110004
  0.0000000E+00 0.0000000E+00-0.4044042E-08 0.0000000E+00 0.0000000E+00 0210004
  0.1336304E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 1020004
  0.0000000E+00 0.1336304E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 0120004
  0.0000000E+00 0.0000000E+00-0.1336304E-06 0.0000000E+00 0.0000000E+00 0030004
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1336304E-06 0.0000000E+00 2001004
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.4044042E-08 0.0000000E+00 0201004
  0.0000000E+00 0.4454348E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 1011004
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1469935E-05 0.0000000E+00 0021004
 -0.4044042E-08 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 1002004
  0.0000000E+00-0.4044042E-08 0.0000000E+00 0.0000000E+00 0.0000000E+00 0102004
  0.0000000E+00 0.0000000E+00 0.2426425E-07 0.0000000E+00 0.0000000E+00 0012004
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2426425E-07 0.0000000E+00 0003004
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1101459E-09 1100032
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1101459E-09 0011032
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.2426425E-07 2000023
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.3671531E-09 0200023
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.2426425E-07 0020023
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.3671531E-09 0002023
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1617617E-06 1100014
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1617617E-06 0011014
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.3563478E-05 2000005
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1617617E-06 0200005
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.3563478E-05 0020005
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1617617E-06 0002005
  0.0000000E+00-0.2202919E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000051
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2202919E-09 0.0000000E+00 0010051
  0.1101459E-08 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000042
  0.0000000E+00 0.1101459E-08 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100042
  0.0000000E+00 0.0000000E+00-0.1101459E-08 0.0000000E+00 0.0000000E+00 0010042
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1101459E-08 0.0000000E+00 0001042
  0.0000000E+00-0.3235234E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000033
 -0.3671531E-08 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100033
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.3235234E-06 0.0000000E+00 0010033
  0.0000000E+00 0.0000000E+00 0.3671531E-08 0.0000000E+00 0.0000000E+00 0001033
  0.6066063E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000024
  0.0000000E+00 0.6066063E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100024
  0.0000000E+00 0.0000000E+00 0.6066063E-06 0.0000000E+00 0.0000000E+00 0010024
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.6066063E-06 0.0000000E+00 0001024
  0.0000000E+00-0.2672609E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000015
 -0.8088084E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100015
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2672609E-04 0.0000000E+00 0010015
  0.0000000E+00 0.0000000E+00-0.8088084E-06 0.0000000E+00 0.0000000E+00 0001015
  0.1484783E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000006
  0.0000000E+00 0.1484783E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100006
  0.0000000E+00 0.0000000E+00-0.1484783E-04 0.0000000E+00 0.0000000E+00 0010006
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1484783E-04 0.0000000E+00 0001006
 ------------------------------------------------------------------------------
NAME: Q2
PART: 1
OFFSET:        5.2707500000000005 (in meters)
LENGTH:        0.0000000000000000 (canonical length in meters)
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.4440892E-13 0000000
   1.008745    -0.2705405E-02 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000000
 -0.1673170E-03 0.9913312     0.0000000E+00 0.0000000E+00 0.0000000E+00 0100000
  0.0000000E+00 0.0000000E+00 0.9913823    -0.2628977E-02 0.0000000E+00 0010000
  0.0000000E+00 0.0000000E+00 0.1650859E-03  1.008692     0.0000000E+00 0001000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00  1.000000     0000100
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1358479E-05 2000000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.8732717E-05 1100000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1671532E-06 0200000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1308941E-05 0020000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.8628883E-05 0011000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1652494E-06 0002000
 -0.8809539E-04 0.5422436E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000010
  0.1684519E-05 0.8656110E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100010
  0.0000000E+00 0.0000000E+00 0.8554954E-04 0.5246928E-04 0.0000000E+00 0010010
  0.0000000E+00 0.0000000E+00-0.1639893E-05-0.8703018E-04 0.0000000E+00 0001010
 -0.2705405E-03  2.222183     0.0000000E+00 0.0000000E+00 0.0000000E+00 1000001
  0.9913312E-01-0.3685857E-03 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100001
  0.0000000E+00 0.0000000E+00-0.2628977E-03 -2.183934     0.0000000E+00 0010001
  0.0000000E+00 0.0000000E+00 0.1008692    -0.3636707E-03 0.0000000E+00 0001001
 -0.1932686E-05 0.2561022E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00 3000000
 -0.1743341E-08 0.5696707E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00 2100000
 -0.5606161E-10-0.3219551E-08 0.0000000E+00 0.0000000E+00 0.0000000E+00 1200000
 -0.8468885E-10-0.8537605E-08 0.0000000E+00 0.0000000E+00 0.0000000E+00 0300000
  0.0000000E+00 0.0000000E+00 0.5413872E-05 0.7400169E-05 0.0000000E+00 2010000
  0.0000000E+00 0.0000000E+00-0.1212507E-07 0.1118676E-04 0.0000000E+00 1110000
  0.0000000E+00 0.0000000E+00-0.8623108E-08-0.5974616E-08 0.0000000E+00 0210000
 -0.5594856E-05 0.7299306E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00 1020000
  0.3715792E-08 0.5497056E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00 0120000
  0.0000000E+00 0.0000000E+00 0.1744721E-05 0.2345387E-05 0.0000000E+00 0030000
  0.0000000E+00 0.0000000E+00 0.3629451E-08-0.5507174E-05 0.0000000E+00 2001000
  0.0000000E+00 0.0000000E+00 0.1716471E-07 0.1144883E-07 0.0000000E+00 1101000
  0.0000000E+00 0.0000000E+00-0.8720994E-10 0.6667900E-10 0.0000000E+00 0201000
 -0.1249802E-07-0.1082477E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00 1011000
 -0.1751648E-07 0.1149587E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 0111000
  0.0000000E+00 0.0000000E+00-0.1577387E-08-0.5324366E-05 0.0000000E+00 0021000
  0.8748534E-08-0.5869053E-08 0.0000000E+00 0.0000000E+00 0.0000000E+00 1002000
  0.7578359E-10 0.5757668E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 0102000
  0.0000000E+00 0.0000000E+00-0.6794747E-10-0.3293831E-08 0.0000000E+00 0012000
  0.0000000E+00 0.0000000E+00 0.8249579E-10 0.8828528E-08 0.0000000E+00 0003000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2742225E-07 2000010
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.8784289E-07 1100010
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1681241E-08 0200010
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2593605E-07 0020010
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.8576653E-07 0011010
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1643165E-08 0002010
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.3659608E-09 2000001
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2681953E-06 1100001
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.4913688E-04 0200001
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.3455760E-09 0020001
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2651829E-06 0011001
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.5087300E-04 0002001
  0.8874477E-06-0.8164688E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000020
 -0.1695965E-07-0.8642968E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100020
  0.0000000E+00 0.0000000E+00-0.8492580E-06-0.7840557E-06 0.0000000E+00 0010020
  0.0000000E+00 0.0000000E+00 0.1629023E-07 0.8713360E-06 0.0000000E+00 0001020
  0.5422436E-05-0.2241590E-01 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000011
  0.8656110E-05 0.7396715E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100011
  0.0000000E+00 0.0000000E+00 0.5246928E-05 0.2165089E-01 0.0000000E+00 0010011
  0.0000000E+00 0.0000000E+00-0.8703018E-05 0.7249259E-05 0.0000000E+00 0001011
  0.1111092    -0.2979894E-03 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000002
 -0.1842929E-04 0.1091911     0.0000000E+00 0.0000000E+00 0.0000000E+00 0100002
  0.0000000E+00 0.0000000E+00-0.1091967     0.2895711E-03 0.0000000E+00 0010002
  0.0000000E+00 0.0000000E+00-0.1818353E-04-0.1111033     0.0000000E+00 0001002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.6602989E-09 4000000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1964421E-08 3100000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.3068746E-11 2200000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.4443858E-11 1300000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.3672594E-08 2020000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.5676265E-08 1120000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.5144320E-11 0220000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.5683824E-09 0040000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.5314240E-08 2011000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.3509332E-10 1111000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2190623E-10 0211000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1716044E-08 0031000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.4953474E-11 2002000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.2145174E-10 1102000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1159864E-13 0202000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.2827197E-11 0022000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.4226512E-11 0013000
  0.2032670E-07-0.5236253E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 3000010
  0.3510457E-10-0.5889411E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 2100010
  0.1204075E-11 0.6422944E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 1200010
  0.8577826E-12 0.8391619E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 0300010
  0.0000000E+00 0.0000000E+00-0.5317520E-07-0.1484460E-06 0.0000000E+00 2010010
  0.0000000E+00 0.0000000E+00 0.2418246E-09-0.1134990E-06 0.0000000E+00 1110010
  0.0000000E+00 0.0000000E+00 0.8553401E-10 0.1194818E-09 0.0000000E+00 0210010
  0.5679414E-07-0.1454731E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 1020010
 -0.7531775E-10-0.5481697E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 0120010
  0.0000000E+00 0.0000000E+00-0.1656470E-07-0.4587391E-07 0.0000000E+00 0030010
  0.0000000E+00 0.0000000E+00-0.7151011E-10 0.5501743E-07 0.0000000E+00 2001010
  0.0000000E+00 0.0000000E+00-0.1697729E-09-0.2301598E-09 0.0000000E+00 1101010
  0.0000000E+00 0.0000000E+00 0.9281097E-12-0.1210874E-11 0.0000000E+00 0201010
  0.2505401E-09 0.1062599E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 1011010
  0.1768062E-09-0.2285624E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 0111010
  0.0000000E+00 0.0000000E+00 0.3134309E-10 0.5144558E-07 0.0000000E+00 0021010
 -0.8804073E-10 0.1173007E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 1002010
 -0.6996434E-12-0.1273727E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 0102010
  0.0000000E+00 0.0000000E+00 0.1276122E-11 0.6604683E-10 0.0000000E+00 0012010
  0.0000000E+00 0.0000000E+00-0.8139298E-12-0.8973439E-10 0.0000000E+00 0003010
  0.2561022E-06-0.4257525E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00 3000001
  0.5696707E-06-0.2171981E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 2100001
 -0.3219551E-09 0.3275614E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00 1200001
 -0.8537605E-09-0.7298972E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 0300001
  0.0000000E+00 0.0000000E+00 0.7400169E-06-0.1192631E-04 0.0000000E+00 2010001
  0.0000000E+00 0.0000000E+00 0.1118676E-05 0.2677633E-07 0.0000000E+00 1110001
  0.0000000E+00 0.0000000E+00-0.5974616E-09-0.1054120E-05 0.0000000E+00 0210001
  0.7299306E-06-0.1232502E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00 1020001
  0.5497056E-06 0.1387733E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 0120001
  0.0000000E+00 0.0000000E+00 0.2345387E-06-0.3843500E-05 0.0000000E+00 0030001
  0.0000000E+00 0.0000000E+00-0.5507174E-06-0.1405955E-07 0.0000000E+00 2001001
  0.0000000E+00 0.0000000E+00 0.1144883E-08 0.2184257E-05 0.0000000E+00 1101001
  0.0000000E+00 0.0000000E+00 0.6667900E-11-0.3551466E-09 0.0000000E+00 0201001
 -0.1082477E-05-0.2746519E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 1011001
  0.1149587E-08-0.2222407E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00 0111001
  0.0000000E+00 0.0000000E+00-0.5324366E-06 0.2084911E-07 0.0000000E+00 0021001
 -0.5869053E-09 0.1149765E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00 1002001
  0.5757668E-11-0.3842174E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 0102001
  0.0000000E+00 0.0000000E+00-0.3293831E-09-0.3332946E-05 0.0000000E+00 0012001
  0.0000000E+00 0.0000000E+00 0.8828528E-09-0.7367621E-09 0.0000000E+00 0003001
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.4151491E-09 2000020
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.8835673E-09 1100020
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1691045E-10 0200020
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.3854234E-09 0020020
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.8524281E-09 0011020
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1633932E-10 0002020
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1466988E-10 2000011
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.5352011E-08 1100011
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.8581072E-08 0200011
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1379405E-10 0020011
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.5315416E-08 0011011
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.8778667E-08 0002011
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.3005953E-06 2000002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1101460E-03 1100002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1826953E-07 0200002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.2870757E-06 0020002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1101458E-03 0011002
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1834159E-07 0002002
 -0.8939851E-08 0.1093232E-07 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000030
  0.1707510E-09 0.8629344E-08 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100030
  0.0000000E+00 0.0000000E+00 0.8430626E-08 0.1041001E-07 0.0000000E+00 0010030
  0.0000000E+00 0.0000000E+00-0.1618245E-09-0.8723250E-08 0.0000000E+00 0001030
 -0.8164688E-07 0.2261140E-03 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000021
 -0.8642968E-07-0.1113279E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100021
  0.0000000E+00 0.0000000E+00-0.7840557E-07-0.2146380E-03 0.0000000E+00 0010021
  0.0000000E+00 0.0000000E+00 0.8713360E-07-0.1083786E-06 0.0000000E+00 0001021
 -0.1120795E-02 0.8952486E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000012
  0.3698357E-06-0.1082377E-02 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100012
  0.0000000E+00 0.0000000E+00 0.1082544E-02-0.8674989E-05 0.0000000E+00 0010012
  0.0000000E+00 0.0000000E+00 0.3624629E-06 0.1120619E-02 0.0000000E+00 0001012
 -0.9932979E-05 0.8158815E-01 0.0000000E+00 0.0000000E+00 0.0000000E+00 1000003
  0.3639703E-02-0.1353274E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00 0100003
  0.0000000E+00 0.0000000E+00 0.9652370E-05 0.8018383E-01 0.0000000E+00 0010003
  0.0000000E+00 0.0000000E+00-0.3703445E-02 0.1335228E-04 0.0000000E+00 0001003
  0.1832704E-10-0.2532387E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 5000000
  0.1917417E-11-0.5713884E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 4100000
  0.7835232E-12 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 3200000
  0.0000000E+00 0.4778332E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 2300000
  0.0000000E+00 0.0000000E+00 0.3006807E-10-0.9656261E-09 0.0000000E+00 4010000
  0.0000000E+00 0.0000000E+00 0.9685137E-11-0.1106982E-09 0.0000000E+00 3110000
  0.0000000E+00 0.0000000E+00 0.3777686E-11 0.2943953E-11 0.0000000E+00 2210000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.1292023E-11 0.0000000E+00 1310000
  0.5609462E-10-0.1907394E-08 0.0000000E+00 0.0000000E+00 0.0000000E+00 3020000
  0.9655736E-12-0.2215579E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 2120000
 -0.2160867E-11 0.9738295E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 1220000
  0.0000000E+00 0.5997814E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 0320000
  0.0000000E+00 0.0000000E+00 0.5684776E-10-0.1739921E-08 0.0000000E+00 2030000
  0.0000000E+00 0.0000000E+00 0.8877601E-11-0.8552540E-10 0.0000000E+00 1130000
  0.0000000E+00 0.0000000E+00 0.2407147E-11 0.5547838E-11 0.0000000E+00 0230000
  0.2170362E-10-0.8590159E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 1040000
 -0.2169189E-11 0.9328716E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 0140000
  0.0000000E+00 0.0000000E+00 0.1474367E-10-0.1655675E-09 0.0000000E+00 0050000
  0.0000000E+00 0.0000000E+00-0.2151103E-11-0.6537817E-12 0.0000000E+00 4001000
  0.0000000E+00 0.0000000E+00-0.4959700E-11-0.7274970E-11 0.0000000E+00 3101000
  0.0000000E+00 0.0000000E+00 0.1641854E-13 0.1998103E-11 0.0000000E+00 2201000
  0.1024616E-10-0.1219392E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 3011000
  0.7645968E-11-0.2252321E-10 0.0000000E+00 0.0000000E+00 0.0000000E+00 2111000
  0.0000000E+00-0.6965763E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 1211000
  0.0000000E+00 0.0000000E+00 0.1486028E-11-0.2386702E-09 0.0000000E+00 2021000
  0.0000000E+00 0.0000000E+00-0.6098665E-11-0.2007871E-10 0.0000000E+00 1121000
  0.0000000E+00 0.0000000E+00 0.1755309E-13-0.2089653E-11 0.0000000E+00 0221000
  0.9413538E-11-0.1151504E-09 0.0000000E+00 0.0000000E+00 0.0000000E+00 1031000
  0.5071552E-11-0.6921145E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 0131000
  0.0000000E+00 0.0000000E+00 0.1497140E-11-0.4706637E-10 0.0000000E+00 0041000
 -0.2629619E-11 0.5551991E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 3002000
  0.1789843E-13 0.2006976E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 2102000
  0.0000000E+00 0.0000000E+00 0.2007672E-11 0.9855829E-11 0.0000000E+00 2012000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.6763040E-11 0.0000000E+00 1112000
 -0.3123706E-11 0.1950825E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 1022000
  0.1504331E-13-0.2113387E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 0122000
  0.0000000E+00 0.0000000E+00-0.5924090E-12 0.5569329E-12 0.0000000E+00 0032000
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.6395146E-11 0.0000000E+00 2003000
  0.0000000E+00-0.1445027E-11 0.0000000E+00 0.0000000E+00 0.0000000E+00 1013000
  0.0000000E+00 0.0000000E+00 0.0000000E+00-0.4860149E-11 0.0000000E+00 0023000
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.1370086E-10 4000010
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.2097743E-10 3100010
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.6200261E-13 2200010
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.4556149E-13 1300010
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.7338921E-10 2020010
  0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00-0.5833147E-10 1120010
